Country ,County_Province,Population
USA,".Clinton County, Ohio","41,968"
USA,".Columbiana County, Ohio","101,883"
USA,".Coshocton County, Ohio","36,600"
USA,".Crawford County, Ohio","41,494"
USA,".Cuyahoga County, Ohio","1,235,072"
USA,".Darke County, Ohio","51,113"
USA,".Defiance County, Ohio","38,087"
USA,".Delaware County, Ohio","209,177"
USA,".Erie County, Ohio","74,266"
USA,".Fairfield County, Ohio","157,574"
USA,".Fayette County, Ohio","28,525"
USA,".Franklin County, Ohio","1,316,756"
USA,".Fulton County, Ohio","42,126"
USA,".Gallia County, Ohio","29,898"
USA,".Geauga County, Ohio","93,649"
USA,".Greene County, Ohio","168,937"
USA,".Guernsey County, Ohio","38,875"
USA,".Hamilton County, Ohio","817,473"
USA,".Hancock County, Ohio","75,783"
USA,".Hardin County, Ohio","31,365"
USA,".Harrison County, Ohio","15,040"
USA,".Henry County, Ohio","27,006"
USA,".Highland County, Ohio","43,161"
USA,".Hocking County, Ohio","28,264"
USA,".Holmes County, Ohio","43,960"
USA,".Huron County, Ohio","58,266"
USA,".Jackson County, Ohio","32,413"
USA,".Jefferson County, Ohio","65,325"
USA,".Knox County, Ohio","62,322"
USA,".Lake County, Ohio","230,149"
USA,".Lawrence County, Ohio","59,463"
USA,".Licking County, Ohio","176,862"
USA,".Logan County, Ohio","45,672"
USA,".Lorain County, Ohio","309,833"
USA,".Lucas County, Ohio","428,348"
USA,".Madison County, Ohio","44,731"
USA,".Mahoning County, Ohio","228,683"
USA,".Marion County, Ohio","65,093"
USA,".Medina County, Ohio","179,746"
USA,".Meigs County, Ohio","22,907"
USA,".Mercer County, Ohio","41,172"
USA,".Miami County, Ohio","106,987"
USA,".Monroe County, Ohio","13,654"
USA,".Montgomery County, Ohio","531,687"
USA,".Morgan County, Ohio","14,508"
USA,".Morrow County, Ohio","35,328"
USA,".Muskingum County, Ohio","86,215"
USA,".Noble County, Ohio","14,424"
USA,".Ottawa County, Ohio","40,525"
USA,".Paulding County, Ohio","18,672"
USA,".Perry County, Ohio","36,134"
USA,".Pickaway County, Ohio","58,457"
USA,".Pike County, Ohio","27,772"
USA,".Portage County, Ohio","162,466"
USA,".Preble County, Ohio","40,882"
USA,".Putnam County, Ohio","33,861"
USA,".Richland County, Ohio","121,154"
USA,".Ross County, Ohio","76,666"
USA,".Sandusky County, Ohio","58,518"
USA,".Scioto County, Ohio","75,314"
USA,".Seneca County, Ohio","55,178"
USA,".Shelby County, Ohio","48,590"
USA,".Stark County, Ohio","370,606"
USA,".Summit County, Ohio","541,013"
USA,".Trumbull County, Ohio","197,974"
USA,".Tuscarawas County, Ohio","91,987"
USA,".Union County, Ohio","58,988"
USA,".Van Wert County, Ohio","28,275"
USA,".Vinton County, Ohio","13,085"
USA,".Warren County, Ohio","234,602"
USA,".Washington County, Ohio","59,911"
USA,".Wayne County, Ohio","115,710"
USA,".Williams County, Ohio","36,692"
USA,".Wood County, Ohio","130,817"
USA,".Wyandot County, Ohio","21,772"
USA,".Adair County, Oklahoma","22,194"
USA,".Alfalfa County, Oklahoma","5,702"
USA,".Atoka County, Oklahoma","13,758"
USA,".Beaver County, Oklahoma","5,311"
USA,".Beckham County, Oklahoma","21,859"
USA,".Blaine County, Oklahoma","9,429"
USA,".Bryan County, Oklahoma","47,995"
USA,".Caddo County, Oklahoma","28,762"
USA,".canadaadian County, Oklahoma","148,306"
USA,".Carter County, Oklahoma","48,111"
USA,".Cherokee County, Oklahoma","48,657"
USA,".Choctaw County, Oklahoma","14,672"
USA,".Cimarron County, Oklahoma","2,137"
USA,".Cleveland County, Oklahoma","284,014"
USA,".Coal County, Oklahoma","5,495"
USA,".Comanche County, Oklahoma","120,749"
USA,".Cotton County, Oklahoma","5,666"
USA,".Craig County, Oklahoma","14,142"
USA,".Creek County, Oklahoma","71,522"
USA,".Custer County, Oklahoma","29,003"
USA,".Delaware County, Oklahoma","43,009"
USA,".Dewey County, Oklahoma","4,891"
USA,".Ellis County, Oklahoma","3,859"
USA,".Garfield County, Oklahoma","61,056"
USA,".Garvin County, Oklahoma","27,711"
USA,".Grady County, Oklahoma","55,834"
USA,".Grant County, Oklahoma","4,333"
USA,".Greer County, Oklahoma","5,712"
USA,".Harmon County, Oklahoma","2,653"
USA,".Harper County, Oklahoma","3,688"
USA,".Haskell County, Oklahoma","12,627"
USA,".Hughes County, Oklahoma","13,279"
USA,".Jackson County, Oklahoma","24,530"
USA,".Jefferson County, Oklahoma","6,002"
USA,".Johnston County, Oklahoma","11,085"
USA,".Kay County, Oklahoma","43,538"
USA,".Kingfisher County, Oklahoma","15,765"
USA,".Kiowa County, Oklahoma","8,708"
USA,".Latimer County, Oklahoma","10,073"
USA,".Le Flore County, Oklahoma","49,853"
USA,".Lincoln County, Oklahoma","34,877"
USA,".Logan County, Oklahoma","48,011"
USA,".Love County, Oklahoma","10,253"
USA,".McClain County, Oklahoma","40,474"
USA,".McCurtain County, Oklahoma","32,832"
USA,".McIntosh County, Oklahoma","19,596"
USA,".Major County, Oklahoma","7,629"
USA,".Marshall County, Oklahoma","16,931"
USA,".Mayes County, Oklahoma","41,100"
USA,".Murray County, Oklahoma","14,073"
USA,".Muskogee County, Oklahoma","67,997"
USA,".Noble County, Oklahoma","11,131"
USA,".Nowata County, Oklahoma","10,076"
USA,".Okfuskee County, Oklahoma","11,993"
USA,".Oklahoma County, Oklahoma","797,434"
USA,".Okmulgee County, Oklahoma","38,465"
USA,".Osage County, Oklahoma","46,963"
USA,".Ottawa County, Oklahoma","31,127"
USA,".Pawnee County, Oklahoma","16,376"
USA,".Payne County, Oklahoma","81,784"
USA,".Pittsburg County, Oklahoma","43,654"
USA,".Pontotoc County, Oklahoma","38,284"
USA,".Pottawatomie County, Oklahoma","72,592"
USA,".Pushmataha County, Oklahoma","11,096"
USA,".Roger Mills County, Oklahoma","3,583"
USA,".Rogers County, Oklahoma","92,459"
USA,".Seminole County, Oklahoma","24,258"
USA,".Sequoyah County, Oklahoma","41,569"
USA,".Stephens County, Oklahoma","43,143"
USA,".Texas County, Oklahoma","19,983"
USA,".Tillman County, Oklahoma","7,250"
USA,".Tulsa County, Oklahoma","651,552"
USA,".Wagoner County, Oklahoma","81,289"
USA,".Washington County, Oklahoma","51,527"
USA,".Washita County, Oklahoma","10,916"
USA,".Woods County, Oklahoma","8,793"
USA,".Woodward County, Oklahoma","20,211"
USA,".Baker County, Oregon","16,124"
USA,".Benton County, Oregon","93,053"
USA,".Clackamas County, Oregon","418,187"
USA,".Clatsop County, Oregon","40,224"
USA,".Columbia County, Oregon","52,354"
USA,".Coos County, Oregon","64,487"
USA,".Crook County, Oregon","24,404"
USA,".Curry County, Oregon","22,925"
USA,".Deschutes County, Oregon","197,692"
USA,".Douglas County, Oregon","110,980"
USA,".Gilliam County, Oregon","1,912"
USA,".Grant County, Oregon","7,199"
USA,".Harney County, Oregon","7,393"
USA,".Hood River County, Oregon","23,382"
USA,".Jackson County, Oregon","220,944"
USA,".Jefferson County, Oregon","24,658"
USA,".Josephine County, Oregon","87,487"
USA,".Klamath County, Oregon","68,238"
USA,".Lake County, Oregon","7,869"
USA,".Lane County, Oregon","382,067"
USA,".Lincoln County, Oregon","49,962"
USA,".Linn County, Oregon","129,749"
USA,".Malheur County, Oregon","30,571"
USA,".Marion County, Oregon","347,818"
USA,".Morrow County, Oregon","11,603"
USA,".Multnomah County, Oregon","812,855"
USA,".Polk County, Oregon","86,085"
USA,".Sherman County, Oregon","1,780"
USA,".Tillamook County, Oregon","27,036"
USA,".Umatilla County, Oregon","77,950"
USA,".Union County, Oregon","26,835"
USA,".Wallowa County, Oregon","7,208"
USA,".Wasco County, Oregon","26,682"
USA,".Washington County, Oregon","601,592"
USA,".Wheeler County, Oregon","1,332"
USA,".Yamhill County, Oregon","107,100"
USA,".Adams County, Pennsylvania","103,009"
USA,".Allegheny County, Pennsylvania","1,216,045"
USA,".Armstrong County, Pennsylvania","64,735"
USA,".Beaver County, Pennsylvania","163,929"
USA,".Bedford County, Pennsylvania","47,888"
USA,".Berks County, Pennsylvania","421,164"
USA,".Blair County, Pennsylvania","121,829"
USA,".Bradford County, Pennsylvania","60,323"
USA,".Bucks County, Pennsylvania","628,270"
USA,".Butler County, Pennsylvania","187,853"
USA,".Cambria County, Pennsylvania","130,192"
USA,".Cameron County, Pennsylvania","4,447"
USA,".Carbon County, Pennsylvania","64,182"
USA,".Centre County, Pennsylvania","162,385"
USA,".Chester County, Pennsylvania","524,989"
USA,".Clarion County, Pennsylvania","38,438"
USA,".Clearfield County, Pennsylvania","79,255"
USA,".Clinton County, Pennsylvania","38,632"
USA,".Columbia County, Pennsylvania","64,964"
USA,".Crawford County, Pennsylvania","84,629"
USA,".Cumberland County, Pennsylvania","253,370"
USA,".Dauphin County, Pennsylvania","278,299"
USA,".Delaware County, Pennsylvania","566,747"
USA,".Elk County, Pennsylvania","29,910"
USA,".Erie County, Pennsylvania","269,728"
USA,".Fayette County, Pennsylvania","129,274"
USA,".Forest County, Pennsylvania","7,247"
USA,".Franklin County, Pennsylvania","155,027"
USA,".Fulton County, Pennsylvania","14,530"
USA,".Greene County, Pennsylvania","36,233"
USA,".Huntingdon County, Pennsylvania","45,144"
USA,".Indiana County, Pennsylvania","84,073"
USA,".Jefferson County, Pennsylvania","43,425"
USA,".Juniata County, Pennsylvania","24,763"
USA,".Lackawanna County, Pennsylvania","209,674"
USA,".Lancaster County, Pennsylvania","545,724"
USA,".Lawrence County, Pennsylvania","85,512"
USA,".Lebanon County, Pennsylvania","141,793"
USA,".Lehigh County, Pennsylvania","369,318"
USA,".Luzerne County, Pennsylvania","317,417"
USA,".Lycoming County, Pennsylvania","113,299"
USA,".McKean County, Pennsylvania","40,625"
USA,".Mercer County, Pennsylvania","109,424"
USA,".Mifflin County, Pennsylvania","46,138"
USA,".Monroe County, Pennsylvania","170,271"
USA,".Montgomery County, Pennsylvania","830,915"
USA,".Montour County, Pennsylvania","18,230"
USA,".Northampton County, Pennsylvania","305,285"
USA,".Northumberland County, Pennsylvania","90,843"
USA,".Perry County, Pennsylvania","46,272"
USA,".Philadelphia County, Pennsylvania","1,584,064"
USA,".Pike County, Pennsylvania","55,809"
USA,".Potter County, Pennsylvania","16,526"
USA,".Schuylkill County, Pennsylvania","141,359"
USA,".Snyder County, Pennsylvania","40,372"
USA,".Somerset County, Pennsylvania","73,447"
USA,".Sullivan County, Pennsylvania","6,066"
USA,".Susquehanna County, Pennsylvania","40,328"
USA,".Tioga County, Pennsylvania","40,591"
USA,".Union County, Pennsylvania","44,923"
USA,".Venango County, Pennsylvania","50,668"
USA,".Warren County, Pennsylvania","39,191"
USA,".Washington County, Pennsylvania","206,865"
USA,".Wayne County, Pennsylvania","51,361"
USA,".Westmoreland County, Pennsylvania","348,899"
USA,".Wyoming County, Pennsylvania","26,794"
USA,".York County, Pennsylvania","449,058"
USA,".Bristol County, Rhode Island","48,479"
USA,".Kent County, Rhode Island","164,292"
USA,".Newport County, Rhode Island","82,082"
USA,".Providence County, Rhode Island","638,931"
USA,".Washington County, Rhode Island","125,577"
USA,".Abbeville County, South Carolina","24,527"
USA,".Aiken County, South Carolina","170,872"
USA,".Allendale County, South Carolina","8,688"
USA,".Anderson County, South Carolina","202,558"
USA,".Bamberg County, South Carolina","14,066"
USA,".Barnwell County, South Carolina","20,866"
USA,".Beaufort County, South Carolina","192,122"
USA,".Berkeley County, South Carolina","227,907"
USA,".Calhoun County, South Carolina","14,553"
USA,".Charleston County, South Carolina","411,406"
USA,".Cherokee County, South Carolina","57,300"
USA,".Chester County, South Carolina","32,244"
USA,".Chesterfield County, South Carolina","45,650"
USA,".Clarendon County, South Carolina","33,745"
USA,".Colleton County, South Carolina","37,677"
USA,".Darlington County, South Carolina","66,618"
USA,".Dillon County, South Carolina","30,479"
USA,".Dorchester County, South Carolina","162,809"
USA,".Edgefield County, South Carolina","27,260"
USA,".Fairfield County, South Carolina","22,347"
USA,".Florence County, South Carolina","138,293"
USA,".Georgetown County, South Carolina","62,680"
USA,".Greenville County, South Carolina","523,542"
USA,".Greenwood County, South Carolina","70,811"
USA,".Hampton County, South Carolina","19,222"
USA,".Horry County, South Carolina","354,081"
USA,".Jasper County, South Carolina","30,073"
USA,".Kershaw County, South Carolina","66,551"
USA,".Lancaster County, South Carolina","98,012"
USA,".Laurens County, South Carolina","67,493"
USA,".Lee County, South Carolina","16,828"
USA,".Lexington County, South Carolina","298,750"
USA,".McCormick County, South Carolina","9,463"
USA,".Marion County, South Carolina","30,657"
USA,".Marlboro County, South Carolina","26,118"
USA,".Newberry County, South Carolina","38,440"
USA,".Oconee County, South Carolina","79,546"
USA,".Orangeburg County, South Carolina","86,175"
USA,".Pickens County, South Carolina","126,884"
USA,".Richland County, South Carolina","415,759"
USA,".Saluda County, South Carolina","20,473"
USA,".Spartanburg County, South Carolina","319,785"
USA,".Sumter County, South Carolina","106,721"
USA,".Union County, South Carolina","27,316"
USA,".Williamsburg County, South Carolina","30,368"
USA,".York County, South Carolina","280,979"
USA,".Aurora County, South Dakota","2,751"
USA,".Beadle County, South Dakota","18,453"
USA,".Bennett County, South Dakota","3,365"
USA,".Bon Homme County, South Dakota","6,901"
USA,".Brookings County, South Dakota","35,077"
USA,".Brown County, South Dakota","38,839"
USA,".Brule County, South Dakota","5,297"
USA,".Buffalo County, South Dakota","1,962"
USA,".Butte County, South Dakota","10,429"
USA,".Campbell County, South Dakota","1,376"
USA,".Charles Mix County, South Dakota","9,292"
USA,".Clark County, South Dakota","3,736"
USA,".Clay County, South Dakota","14,070"
USA,".Codington County, South Dakota","28,009"
USA,".Corson County, South Dakota","4,086"
USA,".Custer County, South Dakota","8,972"
USA,".Davison County, South Dakota","19,775"
USA,".Day County, South Dakota","5,424"
USA,".Deuel County, South Dakota","4,351"
USA,".Dewey County, South Dakota","5,892"
USA,".Douglas County, South Dakota","2,921"
USA,".Edmunds County, South Dakota","3,829"
USA,".Fall River County, South Dakota","6,713"
USA,".Faulk County, South Dakota","2,299"
USA,".Grant County, South Dakota","7,052"
USA,".Gregory County, South Dakota","4,185"
USA,".Haakon County, South Dakota","1,899"
USA,".Hamlin County, South Dakota","6,164"
USA,".Hand County, South Dakota","3,191"
USA,".Hanson County, South Dakota","3,453"
USA,".Harding County, South Dakota","1,298"
USA,".Hughes County, South Dakota","17,526"
USA,".Hutchinson County, South Dakota","7,291"
USA,".Hyde County, South Dakota","1,301"
USA,".Jackson County, South Dakota","3,344"
USA,".Jerauld County, South Dakota","2,013"
USA,".Jones County, South Dakota",903
USA,".Kingsbury County, South Dakota","4,939"
USA,".Lake County, South Dakota","12,797"
USA,".Lawrence County, South Dakota","25,844"
USA,".Lincoln County, South Dakota","61,128"
USA,".Lyman County, South Dakota","3,781"
USA,".McCook County, South Dakota","5,586"
USA,".McPherson County, South Dakota","2,379"
USA,".Marshall County, South Dakota","4,935"
USA,".Meade County, South Dakota","28,332"
USA,".Mellette County, South Dakota","2,061"
USA,".Miner County, South Dakota","2,216"
USA,".Minnehaha County, South Dakota","193,134"
USA,".Moody County, South Dakota","6,576"
USA,".Oglala Lakota County, South Dakota","14,177"
USA,".Pennington County, South Dakota","113,775"
USA,".Perkins County, South Dakota","2,865"
USA,".Potter County, South Dakota","2,153"
USA,".Roberts County, South Dakota","10,394"
USA,".Sanborn County, South Dakota","2,344"
USA,".Spink County, South Dakota","6,376"
USA,".Stanley County, South Dakota","3,098"
USA,".Sully County, South Dakota","1,391"
USA,".Todd County, South Dakota","10,177"
USA,".Tripp County, South Dakota","5,441"
USA,".Turner County, South Dakota","8,384"
USA,".Union County, South Dakota","15,932"
USA,".Walworth County, South Dakota","5,435"
USA,".Yankton County, South Dakota","22,814"
USA,".Ziebach County, South Dakota","2,756"
USA,".Anderson County, Tennessee","76,978"
USA,".Bedford County, Tennessee","49,713"
USA,".Benton County, Tennessee","16,160"
USA,".Bledsoe County, Tennessee","15,064"
USA,".Blount County, Tennessee","133,088"
USA,".Bradley County, Tennessee","108,110"
USA,".Campbell County, Tennessee","39,842"
USA,".canadanon County, Tennessee","14,678"
USA,".Carroll County, Tennessee","27,767"
USA,".Carter County, Tennessee","56,391"
USA,".Cheatham County, Tennessee","40,667"
USA,".Chester County, Tennessee","17,297"
USA,".Claiborne County, Tennessee","31,959"
USA,".Clay County, Tennessee","7,615"
USA,".Cocke County, Tennessee","36,004"
USA,".Coffee County, Tennessee","56,520"
USA,".Crockett County, Tennessee","14,230"
USA,".Cumberland County, Tennessee","60,520"
USA,".Davidson County, Tennessee","694,144"
USA,".Decatur County, Tennessee","11,663"
USA,".DeKalb County, Tennessee","20,490"
USA,".Dickson County, Tennessee","53,948"
USA,".Dyer County, Tennessee","37,159"
USA,".Fayette County, Tennessee","41,133"
USA,".Fentress County, Tennessee","18,523"
USA,".Franklin County, Tennessee","42,208"
USA,".Gibson County, Tennessee","49,133"
USA,".Giles County, Tennessee","29,464"
USA,".Grainger County, Tennessee","23,320"
USA,".Greene County, Tennessee","69,069"
USA,".Grundy County, Tennessee","13,427"
USA,".Hamblen County, Tennessee","64,934"
USA,".Hamilton County, Tennessee","367,804"
USA,".Hancock County, Tennessee","6,620"
USA,".Hardeman County, Tennessee","25,050"
USA,".Hardin County, Tennessee","25,652"
USA,".Hawkins County, Tennessee","56,786"
USA,".Haywood County, Tennessee","17,304"
USA,".Henderson County, Tennessee","28,117"
USA,".Henry County, Tennessee","32,345"
USA,".Hickman County, Tennessee","25,178"
USA,".Houston County, Tennessee","8,201"
USA,".Humphreys County, Tennessee","18,582"
USA,".Jackson County, Tennessee","11,786"
USA,".Jefferson County, Tennessee","54,495"
USA,".Johnson County, Tennessee","17,788"
USA,".Knox County, Tennessee","470,313"
USA,".Lake County, Tennessee","7,016"
USA,".Lauderdale County, Tennessee","25,633"
USA,".Lawrence County, Tennessee","44,142"
USA,".Lewis County, Tennessee","12,268"
USA,".Lincoln County, Tennessee","34,366"
USA,".Loudon County, Tennessee","54,068"
USA,".McMinn County, Tennessee","53,794"
USA,".McNairy County, Tennessee","25,694"
USA,".Macon County, Tennessee","24,602"
USA,".Madison County, Tennessee","97,984"
USA,".Marion County, Tennessee","28,907"
USA,".Marshall County, Tennessee","34,375"
USA,".Maury County, Tennessee","96,387"
USA,".Meigs County, Tennessee","12,422"
USA,".Monroe County, Tennessee","46,545"
USA,".Montgomery County, Tennessee","208,993"
USA,".Moore County, Tennessee","6,488"
USA,".Morgan County, Tennessee","21,403"
USA,".Obion County, Tennessee","30,069"
USA,".Overton County, Tennessee","22,241"
USA,".Perry County, Tennessee","8,076"
USA,".Pickett County, Tennessee","5,048"
USA,".Polk County, Tennessee","16,832"
USA,".Putnam County, Tennessee","80,245"
USA,".Rhea County, Tennessee","33,167"
USA,".Roane County, Tennessee","53,382"
USA,".Robertson County, Tennessee","71,813"
USA,".Rutherford County, Tennessee","332,285"
USA,".Scott County, Tennessee","22,068"
USA,".Sequatchie County, Tennessee","15,026"
USA,".Sevier County, Tennessee","98,250"
USA,".Shelby County, Tennessee","937,166"
USA,".Smith County, Tennessee","20,157"
USA,".Stewart County, Tennessee","13,715"
USA,".Sullivan County, Tennessee","158,348"
USA,".Sumner County, Tennessee","191,283"
USA,".Tipton County, Tennessee","61,599"
USA,".Trousdale County, Tennessee","11,284"
USA,".Unicoi County, Tennessee","17,883"
USA,".Union County, Tennessee","19,972"
USA,".Van Buren County, Tennessee","5,872"
USA,".Warren County, Tennessee","41,277"
USA,".Washington County, Tennessee","129,375"
USA,".Wayne County, Tennessee","16,673"
USA,".Weakley County, Tennessee","33,328"
USA,".White County, Tennessee","27,345"
USA,".Williamson County, Tennessee","238,412"
USA,".Wilson County, Tennessee","144,657"
USA,".Anderson County, Texas","57,735"
USA,".Andrews County, Texas","18,705"
USA,".Angelina County, Texas","86,715"
USA,".Aransas County, Texas","23,510"
USA,".Archer County, Texas","8,553"
USA,".Armstrong County, Texas","1,887"
USA,".Atascosa County, Texas","51,153"
USA,".Austin County, Texas","30,032"
USA,".Bailey County, Texas","7,000"
USA,".Bandera County, Texas","23,112"
USA,".Bastrop County, Texas","88,723"
USA,".Baylor County, Texas","3,509"
USA,".Bee County, Texas","32,565"
USA,".Bell County, Texas","362,924"
USA,".Bexar County, Texas","2,003,554"
USA,".Blanco County, Texas","11,931"
USA,".Borden County, Texas",654
USA,".Bosque County, Texas","18,685"
USA,".Bowie County, Texas","93,245"
USA,".Brazoria County, Texas","374,264"
USA,".Brazos County, Texas","229,211"
USA,".Brewster County, Texas","9,203"
USA,".Briscoe County, Texas","1,546"
USA,".Brooks County, Texas","7,093"
USA,".Brown County, Texas","37,864"
USA,".Burleson County, Texas","18,443"
USA,".Burnet County, Texas","48,155"
USA,".Caldwell County, Texas","43,664"
USA,".Calhoun County, Texas","21,290"
USA,".Callahan County, Texas","13,943"
USA,".Cameron County, Texas","423,163"
USA,".Camp County, Texas","13,094"
USA,".Carson County, Texas","5,926"
USA,".Cass County, Texas","30,026"
USA,".Castro County, Texas","7,530"
USA,".Chambers County, Texas","43,837"
USA,".Cherokee County, Texas","52,646"
USA,".Childress County, Texas","7,306"
USA,".Clay County, Texas","10,471"
USA,".Cochran County, Texas","2,853"
USA,".Coke County, Texas","3,387"
USA,".Coleman County, Texas","8,175"
USA,".Collin County, Texas","1,034,730"
USA,".Collingsworth County, Texas","2,920"
USA,".Colorado County, Texas","21,493"
USA,".Comal County, Texas","156,209"
USA,".Comanche County, Texas","13,635"
USA,".Concho County, Texas","2,726"
USA,".Cooke County, Texas","41,257"
USA,".Coryell County, Texas","75,951"
USA,".Cottle County, Texas","1,398"
USA,".Crane County, Texas","4,797"
USA,".Crockett County, Texas","3,464"
USA,".Crosby County, Texas","5,737"
USA,".Culberson County, Texas","2,171"
USA,".Dallam County, Texas","7,287"
USA,".Dallas County, Texas","2,635,516"
USA,".Dawson County, Texas","12,728"
USA,".Deaf Smith County, Texas","18,546"
USA,".Delta County, Texas","5,331"
USA,".Denton County, Texas","887,207"
USA,".DeWitt County, Texas","20,160"
USA,".Dickens County, Texas","2,211"
USA,".Dimmit County, Texas","10,124"
USA,".Donley County, Texas","3,278"
USA,".Duval County, Texas","11,157"
USA,".Eastland County, Texas","18,360"
USA,".Ector County, Texas","166,223"
USA,".Edwards County, Texas","1,932"
USA,".Ellis County, Texas","184,826"
USA,".El Paso County, Texas","839,238"
USA,".Erath County, Texas","42,698"
USA,".Falls County, Texas","17,297"
USA,".Fannin County, Texas","35,514"
USA,".Fayette County, Texas","25,346"
USA,".Fisher County, Texas","3,830"
USA,".Floyd County, Texas","5,712"
USA,".Foard County, Texas","1,155"
USA,".Fort Bend County, Texas","811,688"
USA,".Franklin County, Texas","10,725"
USA,".Freestone County, Texas","19,717"
USA,".Frio County, Texas","20,306"
USA,".Gaines County, Texas","21,492"
USA,".Galveston County, Texas","342,139"
USA,".Garza County, Texas","6,229"
USA,".Gillespie County, Texas","26,988"
USA,".Glasscock County, Texas","1,409"
USA,".Goliad County, Texas","7,658"
USA,".Gonzales County, Texas","20,837"
USA,".Gray County, Texas","21,886"
USA,".Grayson County, Texas","136,212"
USA,".Gregg County, Texas","123,945"
USA,".Grimes County, Texas","28,880"
USA,".Guadalupe County, Texas","166,847"
USA,".Hale County, Texas","33,406"
USA,".Hall County, Texas","2,964"
USA,".Hamilton County, Texas","8,461"
USA,".Hansford County, Texas","5,399"
USA,".Hardeman County, Texas","3,933"
USA,".Hardin County, Texas","57,602"
USA,".Harris County, Texas","4,713,325"
USA,".Harrison County, Texas","66,553"
USA,".Hartley County, Texas","5,576"
USA,".Haskell County, Texas","5,658"
USA,".Hays County, Texas","230,191"
USA,".Hemphill County, Texas","3,819"
USA,".Henderson County, Texas","82,737"
USA,".Hidalgo County, Texas","868,707"
USA,".Hill County, Texas","36,649"
USA,".Hockley County, Texas","23,021"
USA,".Hood County, Texas","61,643"
USA,".Hopkins County, Texas","37,084"
USA,".Houston County, Texas","22,968"
USA,".Howard County, Texas","36,664"
USA,".Hudspeth County, Texas","4,886"
USA,".Hunt County, Texas","98,594"
USA,".Hutchinson County, Texas","20,938"
USA,".Irion County, Texas","1,536"
USA,".Jack County, Texas","8,935"
USA,".Jackson County, Texas","14,760"
USA,".Jasper County, Texas","35,529"
USA,".Jeff Davis County, Texas","2,274"
USA,".Jefferson County, Texas","251,565"
USA,".Jim Hogg County, Texas","5,200"
USA,".Jim Wells County, Texas","40,482"
USA,".Johnson County, Texas","175,817"
USA,".Jones County, Texas","20,083"
USA,".Karnes County, Texas","15,601"
USA,".Kaufman County, Texas","136,154"
USA,".Kendall County, Texas","47,431"
USA,".Kenedy County, Texas",404
USA,".Kent County, Texas",762
USA,".Kerr County, Texas","52,600"
USA,".Kimble County, Texas","4,337"
USA,".King County, Texas",272
USA,".Kinney County, Texas","3,667"
USA,".Kleberg County, Texas","30,680"
USA,".Knox County, Texas","3,664"
USA,".Lamar County, Texas","49,859"
USA,".Lamb County, Texas","12,893"
USA,".Lampasas County, Texas","21,428"
USA,".La Salle County, Texas","7,520"
USA,".Lavaca County, Texas","20,154"
USA,".Lee County, Texas","17,239"
USA,".Leon County, Texas","17,404"
USA,".Liberty County, Texas","88,219"
USA,".Limestone County, Texas","23,437"
USA,".Lipscomb County, Texas","3,233"
USA,".Live Oak County, Texas","12,207"
USA,".Llano County, Texas","21,795"
USA,".Loving County, Texas",169
USA,".Lubbock County, Texas","310,569"
USA,".Lynn County, Texas","5,951"
USA,".McCulloch County, Texas","7,984"
USA,".McLennan County, Texas","256,623"
USA,".McMullen County, Texas",743
USA,".Madison County, Texas","14,284"
USA,".Marion County, Texas","9,854"
USA,".Martin County, Texas","5,771"
USA,".Mason County, Texas","4,274"
USA,".Matagorda County, Texas","36,643"
USA,".Maverick County, Texas","58,722"
USA,".Medina County, Texas","51,584"
USA,".Menard County, Texas","2,138"
USA,".Midland County, Texas","176,832"
USA,".Milam County, Texas","24,823"
USA,".Mills County, Texas","4,873"
USA,".Mitchell County, Texas","8,545"
USA,".Montague County, Texas","19,818"
USA,".Montgomery County, Texas","607,391"
USA,".Moore County, Texas","20,940"
USA,".Morris County, Texas","12,388"
USA,".Motley County, Texas","1,200"
USA,".Nacogdoches County, Texas","65,204"
USA,".Navarro County, Texas","50,113"
USA,".Newton County, Texas","13,595"
USA,".Nolan County, Texas","14,714"
USA,".Nueces County, Texas","362,294"
USA,".Ochiltree County, Texas","9,836"
USA,".Oldham County, Texas","2,112"
USA,".Orange County, Texas","83,396"
USA,".Palo Pinto County, Texas","29,189"
USA,".Panola County, Texas","23,194"
USA,".Parker County, Texas","142,878"
USA,".Parmer County, Texas","9,605"
USA,".Pecos County, Texas","15,823"
USA,".Polk County, Texas","51,353"
USA,".Potter County, Texas","117,415"
USA,".Presidio County, Texas","6,704"
USA,".Rains County, Texas","12,514"
USA,".Randall County, Texas","137,713"
USA,".Reagan County, Texas","3,849"
USA,".Real County, Texas","3,452"
USA,".Red River County, Texas","12,023"
USA,".Reeves County, Texas","15,976"
USA,".Refugio County, Texas","6,948"
USA,".Roberts County, Texas",854
USA,".Robertson County, Texas","17,074"
USA,".Rockwall County, Texas","104,915"
USA,".Runnels County, Texas","10,264"
USA,".Rusk County, Texas","54,406"
USA,".Sabine County, Texas","10,542"
USA,".San Augustine County, Texas","8,237"
USA,".San Jacinto County, Texas","28,859"
USA,".San Patricio County, Texas","66,730"
USA,".San Saba County, Texas","6,055"
USA,".Schleicher County, Texas","2,793"
USA,".Scurry County, Texas","16,703"
USA,".Shackelford County, Texas","3,265"
USA,".Shelby County, Texas","25,274"
USA,".Sherman County, Texas","3,022"
USA,".Smith County, Texas","232,751"
USA,".Somervell County, Texas","9,128"
USA,".Starr County, Texas","64,633"
